0.00.243.503 W srv  llama_server: -----------------
0.00.243.510 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.243.511 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.243.511 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.243.511 W srv  llama_server: -----------------
0.00.256.723 I srv    load_model: loading model 'C:/code/covenant-agent/baselines/qwen/models/qwen3.5-0.8b-s4-q8-fixed.gguf'
0.02.212.005 I cmn          init: llama threadpool init, n_threads = 12
0.02.283.106 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.296.728 I srv  llama_server: model loaded
0.02.296.734 I srv  llama_server: listening on http://127.0.0.1:8079
0.05.831.463 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
4.15.275.509 I slot print_timing: id  3 | task 4491 |        eval time =     430.74 ms /    17 tokens (   26.92 ms per token,    37.15 tokens per second)
4.15.275.521 I slot print_timing: id  3 | task 4491 |       total time =     941.59 ms /   536 tokens
4.15.275.523 I slot print_timing: id  3 | task 4491 |    graphs reused =       3592
4.15.275.787 I slot      release: id  3 | task 4491 | stop processing: n_tokens = 1321, truncated = 0
4.15.370.451 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.605 (> 0.100 thold), f_keep = 0.596
4.15.371.253 I slot launch_slot_: id  3 | task 4511 | processing task, is_child = 0
4.16.288.387 I slot print_timing: id  3 | task 4511 | prompt eval time =     487.10 ms /   515 tokens (    0.95 ms per token,  1057.28 tokens per second)
4.16.288.406 I slot print_timing: id  3 | task 4511 |        eval time =     429.94 ms /    17 tokens (   26.87 ms per token,    37.21 tokens per second)
4.16.288.409 I slot print_timing: id  3 | task 4511 |       total time =     917.04 ms /   532 tokens
4.16.288.411 I slot print_timing: id  3 | task 4511 |    graphs reused =       3607
4.16.288.581 I slot      release: id  3 | task 4511 | stop processing: n_tokens = 1317, truncated = 0
4.16.407.279 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.607 (> 0.100 thold), f_keep = 0.598
4.16.408.026 I slot launch_slot_: id  3 | task 4530 | processing task, is_child = 0
4.17.362.421 I slot print_timing: id  3 | task 4530 | prompt eval time =     517.87 ms /   513 tokens (    1.01 ms per token,   990.60 tokens per second)
4.17.362.434 I slot print_timing: id  3 | task 4530 |        eval time =     436.45 ms /    17 tokens (   27.28 ms per token,    36.66 tokens per second)
4.17.362.436 I slot print_timing: id  3 | task 4530 |       total time =     954.32 ms /   530 tokens
4.17.362.437 I slot print_timing: id  3 | task 4530 |    graphs reused =       3622
4.17.362.575 I slot      release: id  3 | task 4530 | stop processing: n_tokens = 1315, truncated = 0
4.17.477.941 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.605 (> 0.100 thold), f_keep = 0.599
4.17.478.485 I slot launch_slot_: id  3 | task 4549 | processing task, is_child = 0
4.18.200.038 I slot print_timing: id  3 | task 4549 | prompt eval time =     510.27 ms /   517 tokens (    0.99 ms per token,  1013.19 tokens per second)
4.18.200.051 I slot print_timing: id  3 | task 4549 |        eval time =     211.21 ms /    14 tokens (   16.25 ms per token,    61.55 tokens per second)
4.18.200.055 I slot print_timing: id  3 | task 4549 |       total time =     721.48 ms /   531 tokens
4.18.200.058 I slot print_timing: id  3 | task 4549 |    graphs reused =       3634
4.18.200.272 I slot      release: id  3 | task 4549 | stop processing: n_tokens = 1316, truncated = 0
4.18.352.235 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.599
4.18.353.133 I slot launch_slot_: id  3 | task 4566 | processing task, is_child = 0
4.19.216.255 I slot print_timing: id  3 | task 4566 | prompt eval time =     650.27 ms /   521 tokens (    1.25 ms per token,   801.20 tokens per second)
4.19.216.272 I slot print_timing: id  3 | task 4566 |        eval time =     212.75 ms /    14 tokens (   16.37 ms per token,    61.10 tokens per second)
4.19.216.275 I slot print_timing: id  3 | task 4566 |       total time =     863.03 ms /   535 tokens
4.19.216.277 I slot print_timing: id  3 | task 4566 |    graphs reused =       3646
4.19.216.450 I slot      release: id  3 | task 4566 | stop processing: n_tokens = 1321, truncated = 0
4.19.313.377 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.597
4.19.313.760 I slot launch_slot_: id  3 | task 4583 | processing task, is_child = 0
4.20.091.033 I slot print_timing: id  3 | task 4583 | prompt eval time =     555.43 ms /   522 tokens (    1.06 ms per token,   939.80 tokens per second)
4.20.091.049 I slot print_timing: id  3 | task 4583 |        eval time =     221.78 ms /    14 tokens (   17.06 ms per token,    58.62 tokens per second)
4.20.091.052 I slot print_timing: id  3 | task 4583 |       total time =     777.21 ms /   536 tokens
4.20.091.054 I slot print_timing: id  3 | task 4583 |    graphs reused =       3658
4.20.091.257 I slot      release: id  3 | task 4583 | stop processing: n_tokens = 1321, truncated = 0
4.20.190.103 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.597
4.20.191.062 I slot launch_slot_: id  3 | task 4600 | processing task, is_child = 0
4.20.976.591 I slot print_timing: id  3 | task 4600 | prompt eval time =     558.91 ms /   524 tokens (    1.07 ms per token,   937.54 tokens per second)
4.20.976.607 I slot print_timing: id  3 | task 4600 |        eval time =     226.54 ms /    14 tokens (   17.43 ms per token,    57.38 tokens per second)
4.20.976.610 I slot print_timing: id  3 | task 4600 |       total time =     785.45 ms /   538 tokens
4.20.976.611 I slot print_timing: id  3 | task 4600 |    graphs reused =       3670
4.20.976.797 I slot      release: id  3 | task 4600 | stop processing: n_tokens = 1323, truncated = 0
4.21.096.170 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.596
4.21.096.618 I slot launch_slot_: id  3 | task 4617 | processing task, is_child = 0
4.22.030.811 I slot print_timing: id  3 | task 4617 | prompt eval time =     542.71 ms /   522 tokens (    1.04 ms per token,   961.83 tokens per second)
4.22.030.820 I slot print_timing: id  3 | task 4617 |        eval time =     391.40 ms /    15 tokens (   27.96 ms per token,    35.77 tokens per second)
4.22.030.822 I slot print_timing: id  3 | task 4617 |       total time =     934.12 ms /   537 tokens
4.22.030.823 I slot print_timing: id  3 | task 4617 |    graphs reused =       3683
4.22.030.967 I slot      release: id  3 | task 4617 | stop processing: n_tokens = 1322, truncated = 0
4.22.143.254 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.596
4.22.143.936 I slot launch_slot_: id  3 | task 4635 | processing task, is_child = 0
4.23.498.375 I slot print_timing: id  3 | task 4635 | prompt eval time =     505.85 ms /   515 tokens (    0.98 ms per token,  1018.08 tokens per second)
4.23.498.390 I slot print_timing: id  3 | task 4635 |        eval time =     848.51 ms /    33 tokens (   26.52 ms per token,    37.71 tokens per second)
4.23.498.393 I slot print_timing: id  3 | task 4635 |       total time =    1354.36 ms /   548 tokens
4.23.498.395 I slot print_timing: id  3 | task 4635 |    graphs reused =       3714
4.23.498.555 I slot      release: id  3 | task 4635 | stop processing: n_tokens = 1333, truncated = 0
4.23.609.494 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.591
4.23.610.015 I slot launch_slot_: id  3 | task 4670 | processing task, is_child = 0
4.25.043.843 I slot print_timing: id  3 | task 4670 | prompt eval time =     494.46 ms /   515 tokens (    0.96 ms per token,  1041.54 tokens per second)
4.25.043.863 I slot print_timing: id  3 | task 4670 |        eval time =     939.29 ms /    31 tokens (   31.31 ms per token,    31.94 tokens per second)
4.25.043.866 I slot print_timing: id  3 | task 4670 |       total time =    1433.75 ms /   546 tokens
4.25.043.868 I slot print_timing: id  3 | task 4670 |    graphs reused =       3743
4.25.044.099 I slot      release: id  3 | task 4670 | stop processing: n_tokens = 1331, truncated = 0
4.25.140.740 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.592
4.25.141.357 I slot launch_slot_: id  3 | task 4703 | processing task, is_child = 0
4.25.882.264 I slot print_timing: id  3 | task 4703 | prompt eval time =     530.36 ms /   515 tokens (    1.03 ms per token,   971.04 tokens per second)
4.25.882.281 I slot print_timing: id  3 | task 4703 |        eval time =     210.47 ms /    14 tokens (   16.19 ms per token,    61.77 tokens per second)
4.25.882.284 I slot print_timing: id  3 | task 4703 |       total time =     740.83 ms /   529 tokens
4.25.882.286 I slot print_timing: id  3 | task 4703 |    graphs reused =       3755
4.25.882.455 I slot      release: id  3 | task 4703 | stop processing: n_tokens = 1314, truncated = 0
4.26.009.924 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.599
4.26.010.446 I slot launch_slot_: id  3 | task 4719 | processing task, is_child = 0
4.26.954.555 I slot print_timing: id  3 | task 4719 | prompt eval time =     524.34 ms /   522 tokens (    1.00 ms per token,   995.55 tokens per second)
4.26.954.566 I slot print_timing: id  3 | task 4719 |        eval time =     419.72 ms /    15 tokens (   29.98 ms per token,    33.36 tokens per second)
4.26.954.568 I slot print_timing: id  3 | task 4719 |       total time =     944.05 ms /   537 tokens
4.26.954.570 I slot print_timing: id  3 | task 4719 |    graphs reused =       3768
4.26.954.708 I slot      release: id  3 | task 4719 | stop processing: n_tokens = 1322, truncated = 0
4.27.046.117 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.607 (> 0.100 thold), f_keep = 0.596
4.27.046.599 I slot launch_slot_: id  3 | task 4737 | processing task, is_child = 0
4.28.005.846 I slot print_timing: id  3 | task 4737 | prompt eval time =     514.15 ms /   513 tokens (    1.00 ms per token,   997.76 tokens per second)
4.28.005.861 I slot print_timing: id  3 | task 4737 |        eval time =     445.04 ms /    17 tokens (   27.81 ms per token,    35.95 tokens per second)
4.28.005.863 I slot print_timing: id  3 | task 4737 |       total time =     959.19 ms /   530 tokens
4.28.005.864 I slot print_timing: id  3 | task 4737 |    graphs reused =       3783
4.28.006.032 I slot      release: id  3 | task 4737 | stop processing: n_tokens = 1315, truncated = 0
4.28.098.154 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.599
4.28.098.780 I slot launch_slot_: id  3 | task 4756 | processing task, is_child = 0
4.28.806.413 I slot print_timing: id  3 | task 4756 | prompt eval time =     498.25 ms /   515 tokens (    0.97 ms per token,  1033.61 tokens per second)
4.28.806.432 I slot print_timing: id  3 | task 4756 |        eval time =     209.31 ms /    14 tokens (   16.10 ms per token,    62.11 tokens per second)
4.28.806.435 I slot print_timing: id  3 | task 4756 |       total time =     707.56 ms /   529 tokens
4.28.806.437 I slot print_timing: id  3 | task 4756 |    graphs reused =       3795
4.28.806.615 I slot      release: id  3 | task 4756 | stop processing: n_tokens = 1314, truncated = 0
4.28.898.525 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.600
4.28.899.376 I slot launch_slot_: id  3 | task 4772 | processing task, is_child = 0
4.29.972.605 I slot print_timing: id  3 | task 4772 | prompt eval time =     543.56 ms /   522 tokens (    1.04 ms per token,   960.33 tokens per second)
4.29.972.656 I slot print_timing: id  3 | task 4772 |        eval time =     529.59 ms /    18 tokens (   31.15 ms per token,    32.10 tokens per second)
4.29.972.661 I slot print_timing: id  3 | task 4772 |       total time =    1073.15 ms /   540 tokens
4.29.972.664 I slot print_timing: id  3 | task 4772 |    graphs reused =       3811
4.29.972.850 I slot      release: id  3 | task 4772 | stop processing: n_tokens = 1325, truncated = 0
4.30.078.590 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.595
4.30.079.140 I slot launch_slot_: id  3 | task 4793 | processing task, is_child = 0
4.30.815.329 I slot print_timing: id  3 | task 4793 | prompt eval time =     524.23 ms /   515 tokens (    1.02 ms per token,   982.40 tokens per second)
4.30.815.345 I slot print_timing: id  3 | task 4793 |        eval time =     211.90 ms /    14 tokens (   16.30 ms per token,    61.35 tokens per second)
4.30.815.348 I slot print_timing: id  3 | task 4793 |       total time =     736.13 ms /   529 tokens
4.30.815.350 I slot print_timing: id  3 | task 4793 |    graphs reused =       3823
4.30.815.521 I slot      release: id  3 | task 4793 | stop processing: n_tokens = 1314, truncated = 0
4.30.910.261 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.600
4.30.911.064 I slot launch_slot_: id  3 | task 4809 | processing task, is_child = 0
4.32.102.140 I slot print_timing: id  3 | task 4809 | prompt eval time =     611.10 ms /   524 tokens (    1.17 ms per token,   857.47 tokens per second)
4.32.102.154 I slot print_timing: id  3 | task 4809 |        eval time =     579.91 ms /    21 tokens (   29.00 ms per token,    34.49 tokens per second)
4.32.102.155 I slot print_timing: id  3 | task 4809 |       total time =    1191.01 ms /   545 tokens
4.32.102.157 I slot print_timing: id  3 | task 4809 |    graphs reused =       3842
4.32.102.294 I slot      release: id  3 | task 4809 | stop processing: n_tokens = 1330, truncated = 0
4.32.210.822 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.592
4.32.211.478 I slot launch_slot_: id  3 | task 4833 | processing task, is_child = 0
4.33.202.416 I slot print_timing: id  3 | task 4833 | prompt eval time =     508.08 ms /   515 tokens (    0.99 ms per token,  1013.62 tokens per second)
4.33.202.431 I slot print_timing: id  3 | task 4833 |        eval time =     482.79 ms /    18 tokens (   28.40 ms per token,    35.21 tokens per second)
4.33.202.433 I slot print_timing: id  3 | task 4833 |       total time =     990.87 ms /   533 tokens
4.33.202.435 I slot print_timing: id  3 | task 4833 |    graphs reused =       3858
4.33.202.601 I slot      release: id  3 | task 4833 | stop processing: n_tokens = 1318, truncated = 0
4.33.339.367 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.598
4.33.340.516 I slot launch_slot_: id  3 | task 4853 | processing task, is_child = 0
4.34.065.820 I slot print_timing: id  3 | task 4853 | prompt eval time =     518.22 ms /   515 tokens (    1.01 ms per token,   993.78 tokens per second)
4.34.065.832 I slot print_timing: id  3 | task 4853 |        eval time =     207.01 ms /    14 tokens (   15.92 ms per token,    62.80 tokens per second)
4.34.065.834 I slot print_timing: id  3 | task 4853 |       total time =     725.24 ms /   529 tokens
4.34.065.836 I slot print_timing: id  3 | task 4853 |    graphs reused =       3870
4.34.065.961 I slot      release: id  3 | task 4853 | stop processing: n_tokens = 1314, truncated = 0
4.34.181.907 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.603 (> 0.100 thold), f_keep = 0.600
4.34.182.729 I slot launch_slot_: id  3 | task 4869 | processing task, is_child = 0
4.34.913.178 I slot print_timing: id  3 | task 4869 | prompt eval time =     523.29 ms /   520 tokens (    1.01 ms per token,   993.71 tokens per second)
4.34.913.193 I slot print_timing: id  3 | task 4869 |        eval time =     207.08 ms /    14 tokens (   15.93 ms per token,    62.78 tokens per second)
4.34.913.196 I slot print_timing: id  3 | task 4869 |       total time =     730.37 ms /   534 tokens
4.34.913.198 I slot print_timing: id  3 | task 4869 |    graphs reused =       3882
4.34.913.394 I slot      release: id  3 | task 4869 | stop processing: n_tokens = 1319, truncated = 0
4.35.010.974 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.597
4.35.011.959 I slot launch_slot_: id  3 | task 4886 | processing task, is_child = 0
4.35.950.507 I slot print_timing: id  3 | task 4886 | prompt eval time =     482.34 ms /   522 tokens (    0.92 ms per token,  1082.23 tokens per second)
4.35.950.525 I slot print_timing: id  3 | task 4886 |        eval time =     456.13 ms /    18 tokens (   26.83 ms per token,    37.27 tokens per second)
4.35.950.528 I slot print_timing: id  3 | task 4886 |       total time =     938.47 ms /   540 tokens
4.35.950.529 I slot print_timing: id  3 | task 4886 |    graphs reused =       3898
4.35.950.695 I slot      release: id  3 | task 4886 | stop processing: n_tokens = 1325, truncated = 0
4.36.056.190 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.605 (> 0.100 thold), f_keep = 0.594
4.36.056.887 I slot launch_slot_: id  3 | task 4907 | processing task, is_child = 0
4.37.013.227 I slot print_timing: id  3 | task 4907 | prompt eval time =     516.81 ms /   515 tokens (    1.00 ms per token,   996.51 tokens per second)
4.37.013.241 I slot print_timing: id  3 | task 4907 |        eval time =     439.46 ms /    17 tokens (   27.47 ms per token,    36.41 tokens per second)
4.37.013.246 I slot print_timing: id  3 | task 4907 |       total time =     956.26 ms /   532 tokens
4.37.013.248 I slot print_timing: id  3 | task 4907 |    graphs reused =       3913
4.37.013.415 I slot      release: id  3 | task 4907 | stop processing: n_tokens = 1317, truncated = 0
4.37.108.689 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.598
4.37.109.494 I slot launch_slot_: id  3 | task 4926 | processing task, is_child = 0
4.37.797.841 I slot print_timing: id  3 | task 4926 | prompt eval time =     483.32 ms /   515 tokens (    0.94 ms per token,  1065.54 tokens per second)
4.37.797.856 I slot print_timing: id  3 | task 4926 |        eval time =     204.91 ms /    14 tokens (   15.76 ms per token,    63.44 tokens per second)
4.37.797.859 I slot print_timing: id  3 | task 4926 |       total time =     688.24 ms /   529 tokens
4.37.797.861 I slot print_timing: id  3 | task 4926 |    graphs reused =       3925
4.37.798.028 I slot      release: id  3 | task 4926 | stop processing: n_tokens = 1314, truncated = 0
4.37.908.472 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.603 (> 0.100 thold), f_keep = 0.600
4.37.909.236 I slot launch_slot_: id  3 | task 4942 | processing task, is_child = 0
4.38.847.030 I slot print_timing: id  3 | task 4942 | prompt eval time =     503.97 ms /   520 tokens (    0.97 ms per token,  1031.80 tokens per second)
4.38.847.056 I slot print_timing: id  3 | task 4942 |        eval time =     433.72 ms /    17 tokens (   27.11 ms per token,    36.89 tokens per second)
4.38.847.059 I slot print_timing: id  3 | task 4942 |       total time =     937.70 ms /   537 tokens
4.38.847.060 I slot print_timing: id  3 | task 4942 |    graphs reused =       3940
4.38.847.239 I slot      release: id  3 | task 4942 | stop processing: n_tokens = 1322, truncated = 0
4.38.942.309 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.596
4.38.943.003 I slot launch_slot_: id  3 | task 4962 | processing task, is_child = 0
4.39.885.258 I slot print_timing: id  3 | task 4962 | prompt eval time =     501.75 ms /   515 tokens (    0.97 ms per token,  1026.40 tokens per second)
4.39.885.273 I slot print_timing: id  3 | task 4962 |        eval time =     440.43 ms /    17 tokens (   27.53 ms per token,    36.33 tokens per second)
4.39.885.276 I slot print_timing: id  3 | task 4962 |       total time =     942.18 ms /   532 tokens
4.39.885.277 I slot print_timing: id  3 | task 4962 |    graphs reused =       3955
4.39.885.424 I slot      release: id  3 | task 4962 | stop processing: n_tokens = 1317, truncated = 0
4.39.998.068 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.607 (> 0.100 thold), f_keep = 0.598
4.39.998.847 I slot launch_slot_: id  3 | task 4981 | processing task, is_child = 0
4.40.724.136 I slot print_timing: id  3 | task 4981 | prompt eval time =     515.14 ms /   513 tokens (    1.00 ms per token,   995.84 tokens per second)
4.40.724.153 I slot print_timing: id  3 | task 4981 |        eval time =     210.08 ms /    14 tokens (   16.16 ms per token,    61.88 tokens per second)
4.40.724.156 I slot print_timing: id  3 | task 4981 |       total time =     725.22 ms /   527 tokens
4.40.724.157 I slot print_timing: id  3 | task 4981 |    graphs reused =       3967
4.40.724.324 I slot      release: id  3 | task 4981 | stop processing: n_tokens = 1312, truncated = 0
4.40.835.313 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.603 (> 0.100 thold), f_keep = 0.601
4.40.835.862 I slot launch_slot_: id  3 | task 4997 | processing task, is_child = 0
4.41.815.726 I slot print_timing: id  3 | task 4997 | prompt eval time =     529.67 ms /   520 tokens (    1.02 ms per token,   981.75 tokens per second)
4.41.815.741 I slot print_timing: id  3 | task 4997 |        eval time =     450.13 ms /    17 tokens (   28.13 ms per token,    35.55 tokens per second)
4.41.815.743 I slot print_timing: id  3 | task 4997 |       total time =     979.80 ms /   537 tokens
4.41.815.745 I slot print_timing: id  3 | task 4997 |    graphs reused =       3982
4.41.815.914 I slot      release: id  3 | task 4997 | stop processing: n_tokens = 1322, truncated = 0
4.41.919.319 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.607 (> 0.100 thold), f_keep = 0.596
4.41.920.050 I slot launch_slot_: id  3 | task 5017 | processing task, is_child = 0
4.42.850.443 I slot print_timing: id  3 | task 5017 | prompt eval time =     505.01 ms /   513 tokens (    0.98 ms per token,  1015.82 tokens per second)
4.42.850.455 I slot print_timing: id  3 | task 5017 |        eval time =     425.29 ms /    17 tokens (   26.58 ms per token,    37.62 tokens per second)
4.42.850.457 I slot print_timing: id  3 | task 5017 |       total time =     930.30 ms /   530 tokens
4.42.850.459 I slot print_timing: id  3 | task 5017 |    graphs reused =       3997
4.42.850.614 I slot      release: id  3 | task 5017 | stop processing: n_tokens = 1315, truncated = 0
4.42.963.275 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.599
4.42.963.921 I slot launch_slot_: id  3 | task 5036 | processing task, is_child = 0
4.43.672.176 I slot print_timing: id  3 | task 5036 | prompt eval time =     504.81 ms /   515 tokens (    0.98 ms per token,  1020.18 tokens per second)
4.43.672.191 I slot print_timing: id  3 | task 5036 |        eval time =     203.38 ms /    14 tokens (   15.64 ms per token,    63.92 tokens per second)
4.43.672.194 I slot print_timing: id  3 | task 5036 |       total time =     708.20 ms /   529 tokens
4.43.672.195 I slot print_timing: id  3 | task 5036 |    graphs reused =       4009
4.43.672.320 I slot      release: id  3 | task 5036 | stop processing: n_tokens = 1314, truncated = 0
4.43.767.651 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.600
4.43.768.511 I slot launch_slot_: id  3 | task 5052 | processing task, is_child = 0
4.44.767.242 I slot print_timing: id  3 | task 5052 | prompt eval time =     537.78 ms /   524 tokens (    1.03 ms per token,   974.37 tokens per second)
4.44.767.256 I slot print_timing: id  3 | task 5052 |        eval time =     460.87 ms /    18 tokens (   27.11 ms per token,    36.89 tokens per second)
4.44.767.259 I slot print_timing: id  3 | task 5052 |       total time =     998.65 ms /   542 tokens
4.44.767.260 I slot print_timing: id  3 | task 5052 |    graphs reused =       4025
4.44.767.433 I slot      release: id  3 | task 5052 | stop processing: n_tokens = 1327, truncated = 0
4.44.867.969 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.607 (> 0.100 thold), f_keep = 0.594
4.44.868.385 I slot launch_slot_: id  3 | task 5073 | processing task, is_child = 0
4.45.807.024 I slot print_timing: id  3 | task 5073 | prompt eval time =     511.98 ms /   513 tokens (    1.00 ms per token,  1001.98 tokens per second)
4.45.807.039 I slot print_timing: id  3 | task 5073 |        eval time =     426.57 ms /    17 tokens (   26.66 ms per token,    37.51 tokens per second)
4.45.807.041 I slot print_timing: id  3 | task 5073 |       total time =     938.56 ms /   530 tokens
4.45.807.043 I slot print_timing: id  3 | task 5073 |    graphs reused =       4040
4.45.807.216 I slot      release: id  3 | task 5073 | stop processing: n_tokens = 1315, truncated = 0
4.45.915.401 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.605 (> 0.100 thold), f_keep = 0.598
4.45.916.251 I slot launch_slot_: id  3 | task 5092 | processing task, is_child = 0
4.46.893.788 I slot print_timing: id  3 | task 5092 | prompt eval time =     529.15 ms /   514 tokens (    1.03 ms per token,   971.36 tokens per second)
4.46.893.806 I slot print_timing: id  3 | task 5092 |        eval time =     448.31 ms /    18 tokens (   26.37 ms per token,    37.92 tokens per second)
4.46.893.808 I slot print_timing: id  3 | task 5092 |       total time =     977.46 ms /   532 tokens
4.46.893.810 I slot print_timing: id  3 | task 5092 |    graphs reused =       4056
4.46.893.979 I slot      release: id  3 | task 5092 | stop processing: n_tokens = 1317, truncated = 0
4.47.004.974 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.598
4.47.005.855 I slot launch_slot_: id  3 | task 5112 | processing task, is_child = 0
4.47.695.783 I slot print_timing: id  3 | task 5112 | prompt eval time =     485.72 ms /   512 tokens (    0.95 ms per token,  1054.11 tokens per second)
4.47.695.797 I slot print_timing: id  3 | task 5112 |        eval time =     204.13 ms /    14 tokens (   15.70 ms per token,    63.68 tokens per second)
4.47.695.800 I slot print_timing: id  3 | task 5112 |       total time =     689.85 ms /   526 tokens
4.47.695.802 I slot print_timing: id  3 | task 5112 |    graphs reused =       4068
4.47.695.964 I slot      release: id  3 | task 5112 | stop processing: n_tokens = 1311, truncated = 0
4.47.801.682 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.601 (> 0.100 thold), f_keep = 0.600
4.47.802.208 I slot launch_slot_: id  3 | task 5128 | processing task, is_child = 0
4.48.538.372 I slot print_timing: id  3 | task 5128 | prompt eval time =     530.19 ms /   523 tokens (    1.01 ms per token,   986.44 tokens per second)
4.48.538.385 I slot print_timing: id  3 | task 5128 |        eval time =     205.90 ms /    14 tokens (   15.84 ms per token,    63.14 tokens per second)
4.48.538.387 I slot print_timing: id  3 | task 5128 |       total time =     736.09 ms /   537 tokens
4.48.538.389 I slot print_timing: id  3 | task 5128 |    graphs reused =       4080
4.48.538.607 I slot      release: id  3 | task 5128 | stop processing: n_tokens = 1322, truncated = 0
4.48.633.724 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.602 (> 0.100 thold), f_keep = 0.595
4.48.634.214 I slot launch_slot_: id  3 | task 5145 | processing task, is_child = 0
4.49.955.239 I slot print_timing: id  3 | task 5145 | prompt eval time =     512.91 ms /   521 tokens (    0.98 ms per token,  1015.78 tokens per second)
4.49.955.251 I slot print_timing: id  3 | task 5145 |        eval time =     808.04 ms /    27 tokens (   31.08 ms per token,    32.18 tokens per second)
4.49.955.253 I slot print_timing: id  3 | task 5145 |       total time =    1320.94 ms /   548 tokens
4.49.955.254 I slot print_timing: id  3 | task 5145 |    graphs reused =       4105
4.49.955.436 I slot      release: id  3 | task 5145 | stop processing: n_tokens = 1333, truncated = 0
4.50.052.540 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.606 (> 0.100 thold), f_keep = 0.590
4.50.053.110 I slot launch_slot_: id  3 | task 5175 | processing task, is_child = 0
4.50.983.228 I slot print_timing: id  3 | task 5175 | prompt eval time =     498.51 ms /   512 tokens (    0.97 ms per token,  1027.05 tokens per second)
4.50.983.242 I slot print_timing: id  3 | task 5175 |        eval time =     431.51 ms /    17 tokens (   26.97 ms per token,    37.08 tokens per second)
4.50.983.244 I slot print_timing: id  3 | task 5175 |       total time =     930.03 ms /   529 tokens
4.50.983.245 I slot print_timing: id  3 | task 5175 |    graphs reused =       4120
