0.00.163.112 W srv  llama_server: -----------------
0.00.163.127 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.163.128 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.163.129 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.163.129 W srv  llama_server: -----------------
0.00.170.854 I srv    load_model: loading model 'C:/code/covenant-agent/baselines/qwen/models/qwen3.5-0.8b-s2r-q8.gguf'
0.05.400.434 I cmn          init: llama threadpool init, n_threads = 12
0.05.603.531 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.05.625.664 I srv  llama_server: model loaded
0.05.625.760 I srv  llama_server: listening on http://127.0.0.1:8078
0.12.589.310 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
5.32.125.088 I slot      release: id  3 | task 2270 | stop processing: n_tokens = 1409, truncated = 0
5.32.507.253 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.495 (> 0.100 thold), f_keep = 0.494
5.33.177.520 I slot launch_slot_: id  3 | task 2284 | processing task, is_child = 0
5.36.403.898 I slot print_timing: id  3 | task 2284 | prompt eval time =    2410.35 ms /  1406 tokens (    1.71 ms per token,   583.32 tokens per second)
5.36.403.917 I slot print_timing: id  3 | task 2284 |        eval time =     815.90 ms /    20 tokens (   42.94 ms per token,    23.29 tokens per second)
5.36.403.919 I slot print_timing: id  3 | task 2284 |       total time =    3226.24 ms /  1426 tokens
5.36.403.922 I slot print_timing: id  3 | task 2284 |    graphs reused =       1953
5.36.404.164 I slot      release: id  3 | task 2284 | stop processing: n_tokens = 1425, truncated = 0
5.36.687.659 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.489
5.37.310.935 I slot launch_slot_: id  3 | task 2307 | processing task, is_child = 0
5.40.786.790 I slot print_timing: id  3 | task 2307 | prompt eval time =    2367.64 ms /  1399 tokens (    1.69 ms per token,   590.88 tokens per second)
5.40.786.812 I slot print_timing: id  3 | task 2307 |        eval time =    1108.06 ms /    32 tokens (   35.74 ms per token,    27.98 tokens per second)
5.40.786.816 I slot print_timing: id  3 | task 2307 |       total time =    3475.71 ms /  1431 tokens
5.40.786.818 I slot print_timing: id  3 | task 2307 |    graphs reused =       1983
5.40.787.050 I slot      release: id  3 | task 2307 | stop processing: n_tokens = 1430, truncated = 0
5.41.000.006 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.487
5.41.522.567 I slot launch_slot_: id  3 | task 2342 | processing task, is_child = 0
5.45.373.169 I slot print_timing: id  3 | task 2342 | prompt eval time =    2344.11 ms /  1400 tokens (    1.67 ms per token,   597.24 tokens per second)
5.45.373.189 I slot print_timing: id  3 | task 2342 |        eval time =    1506.37 ms /    32 tokens (   48.59 ms per token,    20.58 tokens per second)
5.45.373.192 I slot print_timing: id  3 | task 2342 |       total time =    3850.48 ms /  1432 tokens
5.45.373.194 I slot print_timing: id  3 | task 2342 |    graphs reused =       2013
5.45.373.400 I slot      release: id  3 | task 2342 | stop processing: n_tokens = 1431, truncated = 0
5.45.695.919 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.487
5.46.254.017 I slot launch_slot_: id  3 | task 2377 | processing task, is_child = 0
5.50.479.204 I slot print_timing: id  3 | task 2377 | prompt eval time =    2533.20 ms /  1400 tokens (    1.81 ms per token,   552.66 tokens per second)
5.50.479.222 I slot print_timing: id  3 | task 2377 |        eval time =    1691.81 ms /    34 tokens (   51.27 ms per token,    19.51 tokens per second)
5.50.479.225 I slot print_timing: id  3 | task 2377 |       total time =    4225.00 ms /  1434 tokens
5.50.479.228 I slot print_timing: id  3 | task 2377 |    graphs reused =       2045
5.50.479.476 I slot      release: id  3 | task 2377 | stop processing: n_tokens = 1433, truncated = 0
5.50.816.180 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.486
5.51.436.022 I slot launch_slot_: id  3 | task 2414 | processing task, is_child = 0
5.54.280.902 I slot print_timing: id  3 | task 2414 | prompt eval time =    2415.14 ms /  1399 tokens (    1.73 ms per token,   579.26 tokens per second)
5.54.280.926 I slot print_timing: id  3 | task 2414 |        eval time =     429.61 ms /    11 tokens (   42.96 ms per token,    23.28 tokens per second)
5.54.280.929 I slot print_timing: id  3 | task 2414 |       total time =    2844.75 ms /  1410 tokens
5.54.280.931 I slot print_timing: id  3 | task 2414 |    graphs reused =       2054
5.54.281.178 I slot      release: id  3 | task 2414 | stop processing: n_tokens = 1409, truncated = 0
5.54.535.624 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.495
5.55.116.525 I slot launch_slot_: id  3 | task 2428 | processing task, is_child = 0
5.58.665.700 I slot print_timing: id  3 | task 2428 | prompt eval time =    2372.00 ms /  1406 tokens (    1.69 ms per token,   592.75 tokens per second)
5.58.665.716 I slot print_timing: id  3 | task 2428 |        eval time =    1176.92 ms /    32 tokens (   37.97 ms per token,    26.34 tokens per second)
5.58.665.717 I slot print_timing: id  3 | task 2428 |       total time =    3548.92 ms /  1438 tokens
5.58.665.719 I slot print_timing: id  3 | task 2428 |    graphs reused =       2084
5.58.665.906 I slot      release: id  3 | task 2428 | stop processing: n_tokens = 1437, truncated = 0
5.58.967.692 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.485
5.59.497.594 I slot launch_slot_: id  3 | task 2463 | processing task, is_child = 0
6.03.220.103 I slot print_timing: id  3 | task 2463 | prompt eval time =    2368.85 ms /  1400 tokens (    1.69 ms per token,   591.00 tokens per second)
6.03.220.127 I slot print_timing: id  3 | task 2463 |        eval time =    1353.50 ms /    32 tokens (   43.66 ms per token,    22.90 tokens per second)
6.03.220.130 I slot print_timing: id  3 | task 2463 |       total time =    3722.35 ms /  1432 tokens
6.03.220.133 I slot print_timing: id  3 | task 2463 |    graphs reused =       2114
6.03.220.434 I slot      release: id  3 | task 2463 | stop processing: n_tokens = 1431, truncated = 0
6.03.567.490 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.487
6.04.148.124 I slot launch_slot_: id  3 | task 2498 | processing task, is_child = 0
6.07.912.119 I slot print_timing: id  3 | task 2498 | prompt eval time =    2358.92 ms /  1401 tokens (    1.68 ms per token,   593.92 tokens per second)
6.07.912.140 I slot print_timing: id  3 | task 2498 |        eval time =    1404.92 ms /    32 tokens (   45.32 ms per token,    22.07 tokens per second)
6.07.912.142 I slot print_timing: id  3 | task 2498 |       total time =    3763.85 ms /  1433 tokens
6.07.912.144 I slot print_timing: id  3 | task 2498 |    graphs reused =       2144
6.07.912.339 I slot      release: id  3 | task 2498 | stop processing: n_tokens = 1432, truncated = 0
6.08.198.045 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.487
6.08.770.896 I slot launch_slot_: id  3 | task 2533 | processing task, is_child = 0
6.11.893.388 I slot print_timing: id  3 | task 2533 | prompt eval time =    2073.42 ms /  1401 tokens (    1.48 ms per token,   675.70 tokens per second)
6.11.893.411 I slot print_timing: id  3 | task 2533 |        eval time =    1048.92 ms /    32 tokens (   33.84 ms per token,    29.55 tokens per second)
6.11.893.414 I slot print_timing: id  3 | task 2533 |       total time =    3122.34 ms /  1433 tokens
6.11.893.417 I slot print_timing: id  3 | task 2533 |    graphs reused =       2174
6.11.893.673 I slot      release: id  3 | task 2533 | stop processing: n_tokens = 1432, truncated = 0
6.12.146.746 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.487
6.12.738.732 I slot launch_slot_: id  3 | task 2568 | processing task, is_child = 0
6.16.420.119 I slot print_timing: id  3 | task 2568 | prompt eval time =    2313.43 ms /  1401 tokens (    1.65 ms per token,   605.60 tokens per second)
6.16.420.140 I slot print_timing: id  3 | task 2568 |        eval time =    1367.83 ms /    35 tokens (   40.23 ms per token,    24.86 tokens per second)
6.16.420.143 I slot print_timing: id  3 | task 2568 |       total time =    3681.26 ms /  1436 tokens
6.16.420.145 I slot print_timing: id  3 | task 2568 |    graphs reused =       2207
6.16.420.320 I slot      release: id  3 | task 2568 | stop processing: n_tokens = 1435, truncated = 0
6.16.677.553 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.485
6.17.305.860 I slot launch_slot_: id  3 | task 2606 | processing task, is_child = 0
6.21.416.740 I slot print_timing: id  3 | task 2606 | prompt eval time =    2588.45 ms /  1404 tokens (    1.84 ms per token,   542.41 tokens per second)
6.21.416.768 I slot print_timing: id  3 | task 2606 |        eval time =    1522.28 ms /    32 tokens (   49.11 ms per token,    20.36 tokens per second)
6.21.416.770 I slot print_timing: id  3 | task 2606 |       total time =    4110.73 ms /  1436 tokens
6.21.416.773 I slot print_timing: id  3 | task 2606 |    graphs reused =       2237
6.21.417.021 I slot      release: id  3 | task 2606 | stop processing: n_tokens = 1435, truncated = 0
6.21.691.681 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.485
6.22.409.965 I slot launch_slot_: id  3 | task 2641 | processing task, is_child = 0
6.26.140.669 I slot print_timing: id  3 | task 2641 | prompt eval time =    2376.04 ms /  1403 tokens (    1.69 ms per token,   590.48 tokens per second)
6.26.140.687 I slot print_timing: id  3 | task 2641 |        eval time =    1354.53 ms /    32 tokens (   43.69 ms per token,    22.89 tokens per second)
6.26.140.689 I slot print_timing: id  3 | task 2641 |       total time =    3730.57 ms /  1435 tokens
6.26.140.691 I slot print_timing: id  3 | task 2641 |    graphs reused =       2267
6.26.140.906 I slot      release: id  3 | task 2641 | stop processing: n_tokens = 1434, truncated = 0
6.26.486.718 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.495 (> 0.100 thold), f_keep = 0.485
6.27.099.569 I slot launch_slot_: id  3 | task 2676 | processing task, is_child = 0
6.30.307.313 I slot print_timing: id  3 | task 2676 | prompt eval time =    2335.73 ms /  1405 tokens (    1.66 ms per token,   601.52 tokens per second)
6.30.307.328 I slot print_timing: id  3 | task 2676 |        eval time =     871.87 ms /    26 tokens (   34.87 ms per token,    28.67 tokens per second)
6.30.307.331 I slot print_timing: id  3 | task 2676 |       total time =    3207.61 ms /  1431 tokens
6.30.307.333 I slot print_timing: id  3 | task 2676 |    graphs reused =       2291
6.30.307.588 I slot      release: id  3 | task 2676 | stop processing: n_tokens = 1430, truncated = 0
6.30.550.486 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.487
6.31.120.580 I slot launch_slot_: id  3 | task 2705 | processing task, is_child = 0
6.34.802.681 I slot print_timing: id  3 | task 2705 | prompt eval time =    2295.01 ms /  1403 tokens (    1.64 ms per token,   611.33 tokens per second)
6.34.802.705 I slot print_timing: id  3 | task 2705 |        eval time =    1386.96 ms /    35 tokens (   40.79 ms per token,    24.51 tokens per second)
6.34.802.707 I slot print_timing: id  3 | task 2705 |       total time =    3681.98 ms /  1438 tokens
6.34.802.710 I slot print_timing: id  3 | task 2705 |    graphs reused =       2324
6.34.802.973 I slot      release: id  3 | task 2705 | stop processing: n_tokens = 1437, truncated = 0
6.35.099.938 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.484
6.35.661.199 I slot launch_slot_: id  3 | task 2743 | processing task, is_child = 0
6.39.369.656 I slot print_timing: id  3 | task 2743 | prompt eval time =    2376.18 ms /  1404 tokens (    1.69 ms per token,   590.86 tokens per second)
6.39.369.672 I slot print_timing: id  3 | task 2743 |        eval time =    1332.17 ms /    32 tokens (   42.97 ms per token,    23.27 tokens per second)
6.39.369.674 I slot print_timing: id  3 | task 2743 |       total time =    3708.35 ms /  1436 tokens
6.39.369.676 I slot print_timing: id  3 | task 2743 |    graphs reused =       2354
6.39.369.858 I slot      release: id  3 | task 2743 | stop processing: n_tokens = 1435, truncated = 0
6.39.645.158 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.485
6.40.224.180 I slot launch_slot_: id  3 | task 2778 | processing task, is_child = 0
6.44.535.948 I slot print_timing: id  3 | task 2778 | prompt eval time =    2661.07 ms /  1403 tokens (    1.90 ms per token,   527.23 tokens per second)
6.44.535.970 I slot print_timing: id  3 | task 2778 |        eval time =    1650.54 ms /    32 tokens (   53.24 ms per token,    18.78 tokens per second)
6.44.535.972 I slot print_timing: id  3 | task 2778 |       total time =    4311.62 ms /  1435 tokens
6.44.535.975 I slot print_timing: id  3 | task 2778 |    graphs reused =       2384
6.44.536.327 I slot      release: id  3 | task 2778 | stop processing: n_tokens = 1434, truncated = 0
6.44.777.649 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.499 (> 0.100 thold), f_keep = 0.485
6.45.376.963 I slot launch_slot_: id  3 | task 2813 | processing task, is_child = 0
6.49.202.323 I slot print_timing: id  3 | task 2813 | prompt eval time =    2360.07 ms /  1396 tokens (    1.69 ms per token,   591.51 tokens per second)
6.49.202.343 I slot print_timing: id  3 | task 2813 |        eval time =    1465.16 ms /    32 tokens (   47.26 ms per token,    21.16 tokens per second)
6.49.202.346 I slot print_timing: id  3 | task 2813 |       total time =    3825.24 ms /  1428 tokens
6.49.202.348 I slot print_timing: id  3 | task 2813 |    graphs reused =       2414
6.49.202.532 I slot      release: id  3 | task 2813 | stop processing: n_tokens = 1427, truncated = 0
6.49.476.736 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.488
6.50.155.757 I slot launch_slot_: id  3 | task 2848 | processing task, is_child = 0
6.54.159.543 I slot print_timing: id  3 | task 2848 | prompt eval time =    2558.43 ms /  1397 tokens (    1.83 ms per token,   546.04 tokens per second)
6.54.159.567 I slot print_timing: id  3 | task 2848 |        eval time =    1445.20 ms /    32 tokens (   46.62 ms per token,    21.45 tokens per second)
6.54.159.570 I slot print_timing: id  3 | task 2848 |       total time =    4003.63 ms /  1429 tokens
6.54.159.573 I slot print_timing: id  3 | task 2848 |    graphs reused =       2444
6.54.159.769 I slot      release: id  3 | task 2848 | stop processing: n_tokens = 1428, truncated = 0
6.54.492.119 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.487
6.55.037.820 I slot launch_slot_: id  3 | task 2883 | processing task, is_child = 0
6.59.039.915 I slot print_timing: id  3 | task 2883 | prompt eval time =    2403.74 ms /  1397 tokens (    1.72 ms per token,   581.18 tokens per second)
6.59.039.936 I slot print_timing: id  3 | task 2883 |        eval time =    1598.19 ms /    37 tokens (   44.39 ms per token,    22.53 tokens per second)
6.59.039.938 I slot print_timing: id  3 | task 2883 |       total time =    4001.93 ms /  1434 tokens
6.59.039.940 I slot print_timing: id  3 | task 2883 |    graphs reused =       2479
6.59.040.120 I slot      release: id  3 | task 2883 | stop processing: n_tokens = 1433, truncated = 0
6.59.342.070 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.486
6.59.912.048 I slot launch_slot_: id  3 | task 2923 | processing task, is_child = 0
7.03.297.968 I slot print_timing: id  3 | task 2923 | prompt eval time =    1914.15 ms /  1397 tokens (    1.37 ms per token,   729.83 tokens per second)
7.03.297.990 I slot print_timing: id  3 | task 2923 |        eval time =    1471.60 ms /    32 tokens (   47.47 ms per token,    21.07 tokens per second)
7.03.297.993 I slot print_timing: id  3 | task 2923 |       total time =    3385.75 ms /  1429 tokens
7.03.297.994 I slot print_timing: id  3 | task 2923 |    graphs reused =       2509
7.03.298.187 I slot      release: id  3 | task 2923 | stop processing: n_tokens = 1428, truncated = 0
7.03.622.854 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.499 (> 0.100 thold), f_keep = 0.487
7.04.184.576 I slot launch_slot_: id  3 | task 2958 | processing task, is_child = 0
7.08.152.805 I slot print_timing: id  3 | task 2958 | prompt eval time =    2422.89 ms /  1396 tokens (    1.74 ms per token,   576.17 tokens per second)
7.08.152.834 I slot print_timing: id  3 | task 2958 |        eval time =    1545.21 ms /    32 tokens (   49.85 ms per token,    20.06 tokens per second)
7.08.152.837 I slot print_timing: id  3 | task 2958 |       total time =    3968.10 ms /  1428 tokens
7.08.152.839 I slot print_timing: id  3 | task 2958 |    graphs reused =       2539
7.08.153.082 I slot      release: id  3 | task 2958 | stop processing: n_tokens = 1427, truncated = 0
7.08.503.772 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.488
7.09.187.643 I slot launch_slot_: id  3 | task 2993 | processing task, is_child = 0
7.13.438.169 I slot print_timing: id  3 | task 2993 | prompt eval time =    2574.44 ms /  1401 tokens (    1.84 ms per token,   544.20 tokens per second)
7.13.438.182 I slot print_timing: id  3 | task 2993 |        eval time =    1674.09 ms /    34 tokens (   50.73 ms per token,    19.71 tokens per second)
7.13.438.184 I slot print_timing: id  3 | task 2993 |       total time =    4248.53 ms /  1435 tokens
7.13.438.186 I slot print_timing: id  3 | task 2993 |    graphs reused =       2571
7.13.438.363 I slot      release: id  3 | task 2993 | stop processing: n_tokens = 1434, truncated = 0
7.13.769.354 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.486
7.14.433.680 I slot launch_slot_: id  3 | task 3030 | processing task, is_child = 0
7.18.032.526 I slot print_timing: id  3 | task 3030 | prompt eval time =    2315.94 ms /  1400 tokens (    1.65 ms per token,   604.51 tokens per second)
7.18.032.542 I slot print_timing: id  3 | task 3030 |        eval time =    1282.79 ms /    32 tokens (   41.38 ms per token,    24.17 tokens per second)
7.18.032.544 I slot print_timing: id  3 | task 3030 |       total time =    3598.73 ms /  1432 tokens
7.18.032.546 I slot print_timing: id  3 | task 3030 |    graphs reused =       2601
7.18.032.730 I slot      release: id  3 | task 3030 | stop processing: n_tokens = 1431, truncated = 0
7.18.240.372 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.487
7.18.591.315 I slot launch_slot_: id  3 | task 3065 | processing task, is_child = 0
7.22.128.356 I slot print_timing: id  3 | task 3065 | prompt eval time =    1896.51 ms /  1399 tokens (    1.36 ms per token,   737.67 tokens per second)
7.22.128.372 I slot print_timing: id  3 | task 3065 |        eval time =    1640.43 ms /    37 tokens (   45.57 ms per token,    21.95 tokens per second)
7.22.128.375 I slot print_timing: id  3 | task 3065 |       total time =    3536.94 ms /  1436 tokens
7.22.128.377 I slot print_timing: id  3 | task 3065 |    graphs reused =       2636
7.22.128.649 I slot      release: id  3 | task 3065 | stop processing: n_tokens = 1435, truncated = 0
7.22.546.965 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.499 (> 0.100 thold), f_keep = 0.486
7.23.116.471 I slot launch_slot_: id  3 | task 3105 | processing task, is_child = 0
7.26.983.786 I slot print_timing: id  3 | task 3105 | prompt eval time =    2369.89 ms /  1398 tokens (    1.70 ms per token,   589.90 tokens per second)
7.26.983.801 I slot print_timing: id  3 | task 3105 |        eval time =    1497.31 ms /    37 tokens (   41.59 ms per token,    24.04 tokens per second)
7.26.983.804 I slot print_timing: id  3 | task 3105 |       total time =    3867.20 ms /  1435 tokens
7.26.983.805 I slot print_timing: id  3 | task 3105 |    graphs reused =       2671
7.26.983.986 I slot      release: id  3 | task 3105 | stop processing: n_tokens = 1434, truncated = 0
7.27.396.894 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.486
7.27.992.808 I slot launch_slot_: id  3 | task 3145 | processing task, is_child = 0
7.30.902.547 I slot print_timing: id  3 | task 3145 | prompt eval time =    2124.75 ms /  1400 tokens (    1.52 ms per token,   658.90 tokens per second)
7.30.902.558 I slot print_timing: id  3 | task 3145 |        eval time =     784.85 ms /    32 tokens (   25.32 ms per token,    39.50 tokens per second)
7.30.902.560 I slot print_timing: id  3 | task 3145 |       total time =    2909.60 ms /  1432 tokens
7.30.902.561 I slot print_timing: id  3 | task 3145 |    graphs reused =       2701
7.30.902.705 I slot      release: id  3 | task 3145 | stop processing: n_tokens = 1431, truncated = 0
7.31.225.870 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.499 (> 0.100 thold), f_keep = 0.487
7.32.001.245 I slot launch_slot_: id  3 | task 3180 | processing task, is_child = 0
7.36.305.342 I slot print_timing: id  3 | task 3180 | prompt eval time =    2602.98 ms /  1397 tokens (    1.86 ms per token,   536.69 tokens per second)
7.36.305.360 I slot print_timing: id  3 | task 3180 |        eval time =    1700.98 ms /    34 tokens (   51.54 ms per token,    19.40 tokens per second)
7.36.305.362 I slot print_timing: id  3 | task 3180 |       total time =    4303.96 ms /  1431 tokens
7.36.305.365 I slot print_timing: id  3 | task 3180 |    graphs reused =       2733
7.36.305.622 I slot      release: id  3 | task 3180 | stop processing: n_tokens = 1430, truncated = 0
7.36.823.738 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.498 (> 0.100 thold), f_keep = 0.487
7.37.614.424 I slot launch_slot_: id  3 | task 3217 | processing task, is_child = 0
7.41.831.688 I slot print_timing: id  3 | task 3217 | prompt eval time =    2667.79 ms /  1400 tokens (    1.91 ms per token,   524.78 tokens per second)
7.41.831.712 I slot print_timing: id  3 | task 3217 |        eval time =    1549.35 ms /    34 tokens (   46.95 ms per token,    21.30 tokens per second)
7.41.831.714 I slot print_timing: id  3 | task 3217 |       total time =    4217.14 ms /  1434 tokens
7.41.831.715 I slot print_timing: id  3 | task 3217 |    graphs reused =       2765
7.41.831.894 I slot      release: id  3 | task 3217 | stop processing: n_tokens = 1433, truncated = 0
7.42.191.575 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.499 (> 0.100 thold), f_keep = 0.486
7.43.030.557 I slot launch_slot_: id  3 | task 3254 | processing task, is_child = 0
7.47.252.661 I slot print_timing: id  3 | task 3254 | prompt eval time =    2732.09 ms /  1398 tokens (    1.95 ms per token,   511.70 tokens per second)
7.47.252.692 I slot print_timing: id  3 | task 3254 |        eval time =    1489.88 ms /    32 tokens (   48.06 ms per token,    20.81 tokens per second)
7.47.252.695 I slot print_timing: id  3 | task 3254 |       total time =    4221.98 ms /  1430 tokens
7.47.252.696 I slot print_timing: id  3 | task 3254 |    graphs reused =       2795
7.47.252.893 I slot      release: id  3 | task 3254 | stop processing: n_tokens = 1429, truncated = 0
7.47.634.555 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.499 (> 0.100 thold), f_keep = 0.488
7.48.208.456 I slot launch_slot_: id  3 | task 3289 | processing task, is_child = 0
7.51.158.631 I slot print_timing: id  3 | task 3289 | prompt eval time =    1992.77 ms /  1397 tokens (    1.43 ms per token,   701.03 tokens per second)
7.51.158.651 I slot print_timing: id  3 | task 3289 |        eval time =     957.26 ms /    35 tokens (   28.15 ms per token,    35.52 tokens per second)
7.51.158.654 I slot print_timing: id  3 | task 3289 |       total time =    2950.03 ms /  1432 tokens
7.51.158.656 I slot print_timing: id  3 | task 3289 |    graphs reused =       2828
7.51.158.915 I slot      release: id  3 | task 3289 | stop processing: n_tokens = 1431, truncated = 0
7.51.620.223 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.495 (> 0.100 thold), f_keep = 0.486
7.52.209.938 I slot launch_slot_: id  3 | task 3327 | processing task, is_child = 0
7.54.913.479 I slot print_timing: id  3 | task 3327 | prompt eval time =    2382.08 ms /  1405 tokens (    1.70 ms per token,   589.82 tokens per second)
7.54.913.498 I slot print_timing: id  3 | task 3327 |        eval time =     321.33 ms /     8 tokens (   45.90 ms per token,    21.78 tokens per second)
7.54.913.500 I slot print_timing: id  3 | task 3327 |       total time =    2703.41 ms /  1413 tokens
7.54.913.502 I slot print_timing: id  3 | task 3327 |    graphs reused =       2834
7.54.913.740 I slot      release: id  3 | task 3327 | stop processing: n_tokens = 1412, truncated = 0
7.55.396.154 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.493
7.56.017.876 I slot launch_slot_: id  3 | task 3338 | processing task, is_child = 0
7.59.779.298 I slot print_timing: id  3 | task 3338 | prompt eval time =    2342.16 ms /  1404 tokens (    1.67 ms per token,   599.45 tokens per second)
7.59.779.320 I slot print_timing: id  3 | task 3338 |        eval time =    1419.07 ms /    32 tokens (   45.78 ms per token,    21.85 tokens per second)
7.59.779.323 I slot print_timing: id  3 | task 3338 |       total time =    3761.23 ms /  1436 tokens
7.59.779.325 I slot print_timing: id  3 | task 3338 |    graphs reused =       2864
7.59.779.583 I slot      release: id  3 | task 3338 | stop processing: n_tokens = 1435, truncated = 0
8.00.037.191 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.496 (> 0.100 thold), f_keep = 0.485
8.00.563.525 I slot launch_slot_: id  3 | task 3373 | processing task, is_child = 0
8.04.296.828 I slot print_timing: id  3 | task 3373 | prompt eval time =    2335.95 ms /  1404 tokens (    1.66 ms per token,   601.04 tokens per second)
8.04.296.848 I slot print_timing: id  3 | task 3373 |        eval time =    1397.24 ms /    32 tokens (   45.07 ms per token,    22.19 tokens per second)
8.04.296.853 I slot print_timing: id  3 | task 3373 |       total time =    3733.18 ms /  1436 tokens
8.04.296.855 I slot print_timing: id  3 | task 3373 |    graphs reused =       2894
8.04.297.039 I slot      release: id  3 | task 3373 | stop processing: n_tokens = 1435, truncated = 0
8.04.711.473 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.485
8.05.262.342 I slot launch_slot_: id  3 | task 3408 | processing task, is_child = 0
8.08.938.408 I slot print_timing: id  3 | task 3408 | prompt eval time =    2212.31 ms /  1400 tokens (    1.58 ms per token,   632.82 tokens per second)
8.08.938.530 I slot print_timing: id  3 | task 3408 |        eval time =    1463.57 ms /    34 tokens (   44.35 ms per token,    22.55 tokens per second)
8.08.938.532 I slot print_timing: id  3 | task 3408 |       total time =    3675.88 ms /  1434 tokens
8.08.938.535 I slot print_timing: id  3 | task 3408 |    graphs reused =       2926
8.08.938.796 I slot      release: id  3 | task 3408 | stop processing: n_tokens = 1433, truncated = 0
8.09.306.803 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.497 (> 0.100 thold), f_keep = 0.486
8.09.946.558 I slot launch_slot_: id  3 | task 3445 | processing task, is_child = 0
8.13.920.522 I slot print_timing: id  3 | task 3445 | prompt eval time =    2530.00 ms /  1400 tokens (    1.81 ms per token,   553.36 tokens per second)
8.13.920.546 I slot print_timing: id  3 | task 3445 |        eval time =    1443.82 ms /    34 tokens (   43.75 ms per token,    22.86 tokens per second)
8.13.920.549 I slot print_timing: id  3 | task 3445 |       total time =    3973.82 ms /  1434 tokens
8.13.920.551 I slot print_timing: id  3 | task 3445 |    graphs reused =       2958
8.13.920.868 I slot      release: id  3 | task 3445 | stop processing: n_tokens = 1433, truncated = 0
