0.00.376.923 W srv  llama_server: -----------------
0.00.376.945 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.376.947 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.376.948 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.376.949 W srv  llama_server: -----------------
0.00.390.725 I srv    load_model: loading model 'C:/code/covenant-agent/baselines/qwen/models/qwen3.5-0.8b-s4-q8-fixed.gguf'
0.07.039.225 I cmn          init: llama threadpool init, n_threads = 12
0.07.209.938 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.07.271.571 I srv  llama_server: model loaded
0.07.271.590 I srv  llama_server: listening on http://127.0.0.1:8079
0.13.574.713 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
5.01.458.278 I slot      release: id  3 | task 2057 | stop processing: n_tokens = 1594, truncated = 0
5.01.651.406 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.505 (> 0.100 thold), f_keep = 0.492
5.02.002.301 I slot launch_slot_: id  3 | task 2091 | processing task, is_child = 0
5.05.797.034 I slot print_timing: id  3 | task 2091 | prompt eval time =    2562.14 ms /  1551 tokens (    1.65 ms per token,   605.35 tokens per second)
5.05.797.056 I slot print_timing: id  3 | task 2091 |        eval time =    1232.45 ms /    22 tokens (   58.69 ms per token,    17.04 tokens per second)
5.05.797.059 I slot print_timing: id  3 | task 2091 |       total time =    3794.59 ms /  1573 tokens
5.05.797.061 I slot print_timing: id  3 | task 2091 |    graphs reused =       1711
5.05.797.350 I slot      release: id  3 | task 2091 | stop processing: n_tokens = 1572, truncated = 0
5.06.088.733 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.506 (> 0.100 thold), f_keep = 0.499
5.06.667.523 I slot launch_slot_: id  3 | task 2116 | processing task, is_child = 0
5.10.803.393 I slot print_timing: id  3 | task 2116 | prompt eval time =    2479.94 ms /  1550 tokens (    1.60 ms per token,   625.02 tokens per second)
5.10.803.410 I slot print_timing: id  3 | task 2116 |        eval time =    1655.73 ms /    32 tokens (   53.41 ms per token,    18.72 tokens per second)
5.10.803.414 I slot print_timing: id  3 | task 2116 |       total time =    4135.67 ms /  1582 tokens
5.10.803.416 I slot print_timing: id  3 | task 2116 |    graphs reused =       1741
5.10.803.635 I slot      release: id  3 | task 2116 | stop processing: n_tokens = 1581, truncated = 0
5.11.053.246 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.506 (> 0.100 thold), f_keep = 0.497
5.11.411.082 I slot launch_slot_: id  3 | task 2151 | processing task, is_child = 0
5.14.977.663 I slot print_timing: id  3 | task 2151 | prompt eval time =    1973.76 ms /  1551 tokens (    1.27 ms per token,   785.81 tokens per second)
5.14.977.682 I slot print_timing: id  3 | task 2151 |        eval time =    1592.71 ms /    30 tokens (   54.92 ms per token,    18.21 tokens per second)
5.14.977.685 I slot print_timing: id  3 | task 2151 |       total time =    3566.47 ms /  1581 tokens
5.14.977.688 I slot print_timing: id  3 | task 2151 |    graphs reused =       1769
5.14.978.052 I slot      release: id  3 | task 2151 | stop processing: n_tokens = 1580, truncated = 0
5.15.216.585 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.506 (> 0.100 thold), f_keep = 0.497
5.15.916.445 I slot launch_slot_: id  3 | task 2184 | processing task, is_child = 0
5.20.852.867 I slot print_timing: id  3 | task 2184 | prompt eval time =    2870.05 ms /  1551 tokens (    1.85 ms per token,   540.41 tokens per second)
5.20.852.886 I slot print_timing: id  3 | task 2184 |        eval time =    2066.24 ms /    30 tokens (   71.25 ms per token,    14.04 tokens per second)
5.20.852.888 I slot print_timing: id  3 | task 2184 |       total time =    4936.28 ms /  1581 tokens
5.20.852.891 I slot print_timing: id  3 | task 2184 |    graphs reused =       1797
5.20.853.162 I slot      release: id  3 | task 2184 | stop processing: n_tokens = 1580, truncated = 0
5.21.095.503 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.506 (> 0.100 thold), f_keep = 0.497
5.21.802.601 I slot launch_slot_: id  3 | task 2217 | processing task, is_child = 0
5.26.999.777 I slot print_timing: id  3 | task 2217 | prompt eval time =    2904.59 ms /  1550 tokens (    1.87 ms per token,   533.64 tokens per second)
5.26.999.794 I slot print_timing: id  3 | task 2217 |        eval time =    2292.47 ms /    32 tokens (   73.95 ms per token,    13.52 tokens per second)
5.26.999.800 I slot print_timing: id  3 | task 2217 |       total time =    5197.05 ms /  1582 tokens
5.26.999.802 I slot print_timing: id  3 | task 2217 |    graphs reused =       1827
5.27.000.030 I slot      release: id  3 | task 2217 | stop processing: n_tokens = 1581, truncated = 0
5.27.244.726 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.506 (> 0.100 thold), f_keep = 0.497
5.27.630.850 I slot launch_slot_: id  3 | task 2252 | processing task, is_child = 0
5.30.681.336 I slot print_timing: id  3 | task 2252 | prompt eval time =    1989.33 ms /  1551 tokens (    1.28 ms per token,   779.66 tokens per second)
5.30.681.360 I slot print_timing: id  3 | task 2252 |        eval time =    1061.06 ms /    31 tokens (   35.37 ms per token,    28.27 tokens per second)
5.30.681.362 I slot print_timing: id  3 | task 2252 |       total time =    3050.39 ms /  1582 tokens
5.30.681.364 I slot print_timing: id  3 | task 2252 |    graphs reused =       1856
5.30.681.615 I slot      release: id  3 | task 2252 | stop processing: n_tokens = 1581, truncated = 0
5.30.933.261 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.506 (> 0.100 thold), f_keep = 0.497
5.31.493.570 I slot launch_slot_: id  3 | task 2286 | processing task, is_child = 0
5.35.640.603 I slot print_timing: id  3 | task 2286 | prompt eval time =    2577.50 ms /  1551 tokens (    1.66 ms per token,   601.75 tokens per second)
5.35.640.623 I slot print_timing: id  3 | task 2286 |        eval time =    1569.42 ms /    23 tokens (   71.34 ms per token,    14.02 tokens per second)
5.35.640.625 I slot print_timing: id  3 | task 2286 |       total time =    4146.92 ms /  1574 tokens
5.35.640.627 I slot print_timing: id  3 | task 2286 |    graphs reused =       1877
5.35.640.826 I slot      release: id  3 | task 2286 | stop processing: n_tokens = 1573, truncated = 0
5.35.881.349 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.506 (> 0.100 thold), f_keep = 0.499
5.36.446.976 I slot launch_slot_: id  3 | task 2312 | processing task, is_child = 0
5.40.743.136 I slot print_timing: id  3 | task 2312 | prompt eval time =    2780.03 ms /  1552 tokens (    1.79 ms per token,   558.27 tokens per second)
5.40.743.154 I slot print_timing: id  3 | task 2312 |        eval time =    1516.02 ms /    23 tokens (   68.91 ms per token,    14.51 tokens per second)
5.40.743.157 I slot print_timing: id  3 | task 2312 |       total time =    4296.05 ms /  1575 tokens
5.40.743.159 I slot print_timing: id  3 | task 2312 |    graphs reused =       1898
5.40.743.412 I slot      release: id  3 | task 2312 | stop processing: n_tokens = 1574, truncated = 0
5.40.981.596 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.506 (> 0.100 thold), f_keep = 0.499
5.41.635.212 I slot launch_slot_: id  3 | task 2338 | processing task, is_child = 0
5.45.688.312 I slot print_timing: id  3 | task 2338 | prompt eval time =    2522.84 ms /  1552 tokens (    1.63 ms per token,   615.18 tokens per second)
5.45.688.331 I slot print_timing: id  3 | task 2338 |        eval time =    1530.06 ms /    29 tokens (   54.65 ms per token,    18.30 tokens per second)
5.45.688.346 I slot print_timing: id  3 | task 2338 |       total time =    4052.91 ms /  1581 tokens
5.45.688.353 I slot print_timing: id  3 | task 2338 |    graphs reused =       1925
5.45.688.751 I slot      release: id  3 | task 2338 | stop processing: n_tokens = 1580, truncated = 0
5.45.967.558 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.506 (> 0.100 thold), f_keep = 0.497
5.46.598.754 I slot launch_slot_: id  3 | task 2370 | processing task, is_child = 0
5.50.057.231 I slot print_timing: id  3 | task 2370 | prompt eval time =    2121.08 ms /  1552 tokens (    1.37 ms per token,   731.70 tokens per second)
5.50.057.250 I slot print_timing: id  3 | task 2370 |        eval time =    1337.28 ms /    28 tokens (   49.53 ms per token,    20.19 tokens per second)
5.50.057.253 I slot print_timing: id  3 | task 2370 |       total time =    3458.36 ms /  1580 tokens
5.50.057.254 I slot print_timing: id  3 | task 2370 |    graphs reused =       1951
5.50.057.503 I slot      release: id  3 | task 2370 | stop processing: n_tokens = 1579, truncated = 0
5.50.345.216 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.497
5.50.933.335 I slot launch_slot_: id  3 | task 2401 | processing task, is_child = 0
5.55.569.872 I slot print_timing: id  3 | task 2401 | prompt eval time =    2754.83 ms /  1513 tokens (    1.82 ms per token,   549.22 tokens per second)
5.55.569.886 I slot print_timing: id  3 | task 2401 |        eval time =    1881.58 ms /    30 tokens (   64.88 ms per token,    15.41 tokens per second)
5.55.569.889 I slot print_timing: id  3 | task 2401 |       total time =    4636.41 ms /  1543 tokens
5.55.569.891 I slot print_timing: id  3 | task 2401 |    graphs reused =       1978
5.55.570.093 I slot      release: id  3 | task 2401 | stop processing: n_tokens = 1542, truncated = 0
5.55.932.270 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.508
5.55.934.277 I slot launch_slot_: id  3 | task 2434 | processing task, is_child = 0
6.00.134.111 I slot print_timing: id  3 | task 2434 | prompt eval time =    2793.87 ms /  1512 tokens (    1.85 ms per token,   541.18 tokens per second)
6.00.134.138 I slot print_timing: id  3 | task 2434 |        eval time =    1405.81 ms /    23 tokens (   63.90 ms per token,    15.65 tokens per second)
6.00.134.141 I slot print_timing: id  3 | task 2434 |       total time =    4199.68 ms /  1535 tokens
6.00.134.147 I slot print_timing: id  3 | task 2434 |    graphs reused =       1999
6.00.134.450 I slot      release: id  3 | task 2434 | stop processing: n_tokens = 1534, truncated = 0
6.00.352.946 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
6.00.354.409 I slot launch_slot_: id  3 | task 2460 | processing task, is_child = 0
6.04.278.560 I slot print_timing: id  3 | task 2460 | prompt eval time =    2496.07 ms /  1514 tokens (    1.65 ms per token,   606.55 tokens per second)
6.04.278.604 I slot print_timing: id  3 | task 2460 |        eval time =    1427.97 ms /    31 tokens (   47.60 ms per token,    21.01 tokens per second)
6.04.278.607 I slot print_timing: id  3 | task 2460 |       total time =    3924.04 ms /  1545 tokens
6.04.278.621 I slot print_timing: id  3 | task 2460 |    graphs reused =       2027
6.04.278.975 I slot      release: id  3 | task 2460 | stop processing: n_tokens = 1544, truncated = 0
6.04.497.333 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.508
6.04.498.488 I slot launch_slot_: id  3 | task 2494 | processing task, is_child = 0
6.07.615.768 I slot print_timing: id  3 | task 2494 | prompt eval time =    1906.03 ms /  1512 tokens (    1.26 ms per token,   793.27 tokens per second)
6.07.615.787 I slot print_timing: id  3 | task 2494 |        eval time =    1211.16 ms /    32 tokens (   39.07 ms per token,    25.60 tokens per second)
6.07.615.789 I slot print_timing: id  3 | task 2494 |       total time =    3117.19 ms /  1544 tokens
6.07.615.791 I slot print_timing: id  3 | task 2494 |    graphs reused =       2056
6.07.616.180 I slot      release: id  3 | task 2494 | stop processing: n_tokens = 1543, truncated = 0
6.07.906.321 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
6.07.907.967 I slot launch_slot_: id  3 | task 2529 | processing task, is_child = 0
6.11.688.801 I slot print_timing: id  3 | task 2529 | prompt eval time =    2503.09 ms /  1513 tokens (    1.65 ms per token,   604.45 tokens per second)
6.11.688.821 I slot print_timing: id  3 | task 2529 |        eval time =    1277.57 ms /    23 tokens (   58.07 ms per token,    17.22 tokens per second)
6.11.688.824 I slot print_timing: id  3 | task 2529 |       total time =    3780.66 ms /  1536 tokens
6.11.688.826 I slot print_timing: id  3 | task 2529 |    graphs reused =       2077
6.11.689.227 I slot      release: id  3 | task 2529 | stop processing: n_tokens = 1535, truncated = 0
6.11.918.783 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
6.11.920.849 I slot launch_slot_: id  3 | task 2555 | processing task, is_child = 0
6.15.791.050 I slot print_timing: id  3 | task 2555 | prompt eval time =    2441.51 ms /  1513 tokens (    1.61 ms per token,   619.70 tokens per second)
6.15.791.070 I slot print_timing: id  3 | task 2555 |        eval time =    1428.56 ms /    34 tokens (   43.29 ms per token,    23.10 tokens per second)
6.15.791.072 I slot print_timing: id  3 | task 2555 |       total time =    3870.07 ms /  1547 tokens
6.15.791.074 I slot print_timing: id  3 | task 2555 |    graphs reused =       2108
6.15.791.296 I slot      release: id  3 | task 2555 | stop processing: n_tokens = 1546, truncated = 0
6.16.045.457 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.507
6.16.047.136 I slot launch_slot_: id  3 | task 2592 | processing task, is_child = 0
6.20.356.873 I slot print_timing: id  3 | task 2592 | prompt eval time =    2720.85 ms /  1512 tokens (    1.80 ms per token,   555.71 tokens per second)
6.20.356.888 I slot print_timing: id  3 | task 2592 |        eval time =    1588.79 ms /    24 tokens (   69.08 ms per token,    14.48 tokens per second)
6.20.356.891 I slot print_timing: id  3 | task 2592 |       total time =    4309.64 ms /  1536 tokens
6.20.356.893 I slot print_timing: id  3 | task 2592 |    graphs reused =       2130
6.20.357.082 I slot      release: id  3 | task 2592 | stop processing: n_tokens = 1535, truncated = 0
6.20.610.039 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
6.20.612.000 I slot launch_slot_: id  3 | task 2619 | processing task, is_child = 0
6.24.822.837 I slot print_timing: id  3 | task 2619 | prompt eval time =    2677.78 ms /  1513 tokens (    1.77 ms per token,   565.02 tokens per second)
6.24.822.866 I slot print_timing: id  3 | task 2619 |        eval time =    1532.92 ms /    23 tokens (   69.68 ms per token,    14.35 tokens per second)
6.24.822.870 I slot print_timing: id  3 | task 2619 |       total time =    4210.70 ms /  1536 tokens
6.24.822.872 I slot print_timing: id  3 | task 2619 |    graphs reused =       2151
6.24.823.250 I slot      release: id  3 | task 2619 | stop processing: n_tokens = 1535, truncated = 0
6.25.043.674 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
6.25.045.573 I slot launch_slot_: id  3 | task 2645 | processing task, is_child = 0
6.28.541.776 I slot print_timing: id  3 | task 2645 | prompt eval time =    2686.87 ms /  1513 tokens (    1.78 ms per token,   563.11 tokens per second)
6.28.541.799 I slot print_timing: id  3 | task 2645 |        eval time =     809.21 ms /    11 tokens (   80.92 ms per token,    12.36 tokens per second)
6.28.541.816 I slot print_timing: id  3 | task 2645 |       total time =    3496.08 ms /  1524 tokens
6.28.541.849 I slot print_timing: id  3 | task 2645 |    graphs reused =       2160
6.28.542.147 I slot      release: id  3 | task 2645 | stop processing: n_tokens = 1523, truncated = 0
6.28.810.961 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.514 (> 0.100 thold), f_keep = 0.515
6.28.812.816 I slot launch_slot_: id  3 | task 2659 | processing task, is_child = 0
6.32.441.887 I slot print_timing: id  3 | task 2659 | prompt eval time =    2540.22 ms /  1524 tokens (    1.67 ms per token,   599.95 tokens per second)
6.32.441.902 I slot print_timing: id  3 | task 2659 |        eval time =    1088.67 ms /    30 tokens (   37.54 ms per token,    26.64 tokens per second)
6.32.441.905 I slot print_timing: id  3 | task 2659 |       total time =    3628.90 ms /  1554 tokens
6.32.441.906 I slot print_timing: id  3 | task 2659 |    graphs reused =       2187
6.32.442.113 I slot      release: id  3 | task 2659 | stop processing: n_tokens = 1553, truncated = 0
6.32.679.131 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.505
6.32.680.619 I slot launch_slot_: id  3 | task 2692 | processing task, is_child = 0
6.34.971.613 I slot print_timing: id  3 | task 2692 | prompt eval time =    1984.45 ms /  1512 tokens (    1.31 ms per token,   761.92 tokens per second)
6.34.971.669 I slot print_timing: id  3 | task 2692 |        eval time =     306.45 ms /    11 tokens (   30.64 ms per token,    32.63 tokens per second)
6.34.971.671 I slot print_timing: id  3 | task 2692 |       total time =    2290.90 ms /  1523 tokens
6.34.971.673 I slot print_timing: id  3 | task 2692 |    graphs reused =       2196
6.34.971.881 I slot      release: id  3 | task 2692 | stop processing: n_tokens = 1522, truncated = 0
6.35.309.830 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.514 (> 0.100 thold), f_keep = 0.516
6.35.312.073 I slot launch_slot_: id  3 | task 2706 | processing task, is_child = 0
6.39.411.791 I slot print_timing: id  3 | task 2706 | prompt eval time =    2651.12 ms /  1528 tokens (    1.74 ms per token,   576.36 tokens per second)
6.39.411.804 I slot print_timing: id  3 | task 2706 |        eval time =    1448.47 ms /    24 tokens (   62.98 ms per token,    15.88 tokens per second)
6.39.411.806 I slot print_timing: id  3 | task 2706 |       total time =    4099.60 ms /  1552 tokens
6.39.411.808 I slot print_timing: id  3 | task 2706 |    graphs reused =       2217
6.39.412.045 I slot      release: id  3 | task 2706 | stop processing: n_tokens = 1551, truncated = 0
6.39.718.026 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.506
6.39.719.790 I slot launch_slot_: id  3 | task 2733 | processing task, is_child = 0
6.44.487.616 I slot print_timing: id  3 | task 2733 | prompt eval time =    2564.70 ms /  1516 tokens (    1.69 ms per token,   591.10 tokens per second)
6.44.487.634 I slot print_timing: id  3 | task 2733 |        eval time =    2203.01 ms /    33 tokens (   68.84 ms per token,    14.53 tokens per second)
6.44.487.637 I slot print_timing: id  3 | task 2733 |       total time =    4767.71 ms /  1549 tokens
6.44.487.639 I slot print_timing: id  3 | task 2733 |    graphs reused =       2247
6.44.488.006 I slot      release: id  3 | task 2733 | stop processing: n_tokens = 1548, truncated = 0
6.44.760.445 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.507
6.44.761.471 I slot launch_slot_: id  3 | task 2769 | processing task, is_child = 0
6.47.745.143 I slot print_timing: id  3 | task 2769 | prompt eval time =    1962.18 ms /  1515 tokens (    1.30 ms per token,   772.10 tokens per second)
6.47.745.156 I slot print_timing: id  3 | task 2769 |        eval time =    1021.40 ms /    23 tokens (   46.43 ms per token,    21.54 tokens per second)
6.47.745.159 I slot print_timing: id  3 | task 2769 |       total time =    2983.58 ms /  1538 tokens
6.47.745.161 I slot print_timing: id  3 | task 2769 |    graphs reused =       2267
6.47.745.346 I slot      release: id  3 | task 2769 | stop processing: n_tokens = 1537, truncated = 0
6.47.952.895 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
6.47.954.636 I slot launch_slot_: id  3 | task 2795 | processing task, is_child = 0
6.52.361.985 I slot print_timing: id  3 | task 2795 | prompt eval time =    2797.14 ms /  1514 tokens (    1.85 ms per token,   541.27 tokens per second)
6.52.362.010 I slot print_timing: id  3 | task 2795 |        eval time =    1610.07 ms /    24 tokens (   70.00 ms per token,    14.29 tokens per second)
6.52.362.013 I slot print_timing: id  3 | task 2795 |       total time =    4407.22 ms /  1538 tokens
6.52.362.015 I slot print_timing: id  3 | task 2795 |    graphs reused =       2288
6.52.362.303 I slot      release: id  3 | task 2795 | stop processing: n_tokens = 1537, truncated = 0
6.52.704.454 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
6.52.706.296 I slot launch_slot_: id  3 | task 2822 | processing task, is_child = 0
6.57.422.194 I slot print_timing: id  3 | task 2822 | prompt eval time =    2786.63 ms /  1516 tokens (    1.84 ms per token,   544.03 tokens per second)
6.57.422.232 I slot print_timing: id  3 | task 2822 |        eval time =    1929.10 ms /    30 tokens (   66.52 ms per token,    15.03 tokens per second)
6.57.422.238 I slot print_timing: id  3 | task 2822 |       total time =    4715.74 ms /  1546 tokens
6.57.422.240 I slot print_timing: id  3 | task 2822 |    graphs reused =       2315
6.57.422.555 I slot      release: id  3 | task 2822 | stop processing: n_tokens = 1545, truncated = 0
6.57.798.202 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.508
6.57.800.461 I slot launch_slot_: id  3 | task 2855 | processing task, is_child = 0
7.01.940.218 I slot print_timing: id  3 | task 2855 | prompt eval time =    2629.83 ms /  1513 tokens (    1.74 ms per token,   575.32 tokens per second)
7.01.940.238 I slot print_timing: id  3 | task 2855 |        eval time =    1509.79 ms /    24 tokens (   65.64 ms per token,    15.23 tokens per second)
7.01.940.242 I slot print_timing: id  3 | task 2855 |       total time =    4139.62 ms /  1537 tokens
7.01.940.246 I slot print_timing: id  3 | task 2855 |    graphs reused =       2337
7.01.940.488 I slot      release: id  3 | task 2855 | stop processing: n_tokens = 1536, truncated = 0
7.02.235.599 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.511
7.02.237.146 I slot launch_slot_: id  3 | task 2882 | processing task, is_child = 0
7.05.117.155 I slot print_timing: id  3 | task 2882 | prompt eval time =    1912.56 ms /  1516 tokens (    1.26 ms per token,   792.66 tokens per second)
7.05.117.171 I slot print_timing: id  3 | task 2882 |        eval time =     967.36 ms /    31 tokens (   32.25 ms per token,    31.01 tokens per second)
7.05.117.173 I slot print_timing: id  3 | task 2882 |       total time =    2879.92 ms /  1547 tokens
7.05.117.174 I slot print_timing: id  3 | task 2882 |    graphs reused =       2365
7.05.117.369 I slot      release: id  3 | task 2882 | stop processing: n_tokens = 1546, truncated = 0
7.05.297.925 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.508
7.05.299.170 I slot launch_slot_: id  3 | task 2916 | processing task, is_child = 0
7.09.531.850 I slot print_timing: id  3 | task 2916 | prompt eval time =    2536.61 ms /  1514 tokens (    1.68 ms per token,   596.86 tokens per second)
7.09.531.875 I slot print_timing: id  3 | task 2916 |        eval time =    1695.98 ms /    31 tokens (   56.53 ms per token,    17.69 tokens per second)
7.09.531.878 I slot print_timing: id  3 | task 2916 |       total time =    4232.59 ms /  1545 tokens
7.09.531.881 I slot print_timing: id  3 | task 2916 |    graphs reused =       2393
7.09.532.207 I slot      release: id  3 | task 2916 | stop processing: n_tokens = 1544, truncated = 0
7.09.772.952 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.508
7.09.774.562 I slot launch_slot_: id  3 | task 2950 | processing task, is_child = 0
7.12.745.962 I slot print_timing: id  3 | task 2950 | prompt eval time =    2553.74 ms /  1513 tokens (    1.69 ms per token,   592.46 tokens per second)
7.12.745.981 I slot print_timing: id  3 | task 2950 |        eval time =     417.54 ms /    11 tokens (   41.75 ms per token,    23.95 tokens per second)
7.12.745.983 I slot print_timing: id  3 | task 2950 |       total time =    2971.29 ms /  1524 tokens
7.12.745.986 I slot print_timing: id  3 | task 2950 |    graphs reused =       2402
7.12.746.177 I slot      release: id  3 | task 2950 | stop processing: n_tokens = 1523, truncated = 0
7.13.043.631 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.518 (> 0.100 thold), f_keep = 0.515
7.13.045.190 I slot launch_slot_: id  3 | task 2964 | processing task, is_child = 0
7.15.411.855 I slot print_timing: id  3 | task 2964 | prompt eval time =    1997.70 ms /  1514 tokens (    1.32 ms per token,   757.87 tokens per second)
7.15.411.871 I slot print_timing: id  3 | task 2964 |        eval time =     368.86 ms /    14 tokens (   28.37 ms per token,    35.24 tokens per second)
7.15.411.873 I slot print_timing: id  3 | task 2964 |       total time =    2366.56 ms /  1528 tokens
7.15.411.889 I slot print_timing: id  3 | task 2964 |    graphs reused =       2414
7.15.412.076 I slot      release: id  3 | task 2964 | stop processing: n_tokens = 1527, truncated = 0
7.15.698.139 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.513 (> 0.100 thold), f_keep = 0.513
7.15.700.003 I slot launch_slot_: id  3 | task 2981 | processing task, is_child = 0
7.18.558.473 I slot print_timing: id  3 | task 2981 | prompt eval time =    2554.45 ms /  1527 tokens (    1.67 ms per token,   597.78 tokens per second)
7.18.558.487 I slot print_timing: id  3 | task 2981 |        eval time =     303.91 ms /     8 tokens (   43.42 ms per token,    23.03 tokens per second)
7.18.558.490 I slot print_timing: id  3 | task 2981 |       total time =    2858.36 ms /  1535 tokens
7.18.558.491 I slot print_timing: id  3 | task 2981 |    graphs reused =       2420
7.18.558.778 I slot      release: id  3 | task 2981 | stop processing: n_tokens = 1534, truncated = 0
7.18.912.043 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.520 (> 0.100 thold), f_keep = 0.511
7.18.913.691 I slot launch_slot_: id  3 | task 2992 | processing task, is_child = 0
7.22.722.653 I slot print_timing: id  3 | task 2992 | prompt eval time =    2502.80 ms /  1508 tokens (    1.66 ms per token,   602.52 tokens per second)
7.22.722.681 I slot print_timing: id  3 | task 2992 |        eval time =    1306.03 ms /    29 tokens (   46.64 ms per token,    21.44 tokens per second)
7.22.722.684 I slot print_timing: id  3 | task 2992 |       total time =    3808.84 ms /  1537 tokens
7.22.722.687 I slot print_timing: id  3 | task 2992 |    graphs reused =       2447
7.22.722.951 I slot      release: id  3 | task 2992 | stop processing: n_tokens = 1536, truncated = 0
7.23.047.009 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.510
7.23.048.768 I slot launch_slot_: id  3 | task 3024 | processing task, is_child = 0
7.27.449.212 I slot print_timing: id  3 | task 3024 | prompt eval time =    2731.99 ms /  1510 tokens (    1.81 ms per token,   552.71 tokens per second)
7.27.449.239 I slot print_timing: id  3 | task 3024 |        eval time =    1668.31 ms /    26 tokens (   66.73 ms per token,    14.99 tokens per second)
7.27.449.258 I slot print_timing: id  3 | task 3024 |       total time =    4400.29 ms /  1536 tokens
7.27.449.267 I slot print_timing: id  3 | task 3024 |    graphs reused =       2471
7.27.449.625 I slot      release: id  3 | task 3024 | stop processing: n_tokens = 1535, truncated = 0
7.27.773.239 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.519 (> 0.100 thold), f_keep = 0.511
7.27.775.223 I slot launch_slot_: id  3 | task 3053 | processing task, is_child = 0
7.31.749.010 I slot print_timing: id  3 | task 3053 | prompt eval time =    2518.00 ms /  1510 tokens (    1.67 ms per token,   599.68 tokens per second)
7.31.749.027 I slot print_timing: id  3 | task 3053 |        eval time =    1455.69 ms /    31 tokens (   48.52 ms per token,    20.61 tokens per second)
7.31.749.029 I slot print_timing: id  3 | task 3053 |       total time =    3973.69 ms /  1541 tokens
7.31.749.032 I slot print_timing: id  3 | task 3053 |    graphs reused =       2499
7.31.749.229 I slot      release: id  3 | task 3053 | stop processing: n_tokens = 1540, truncated = 0
